OBJECTID *,Shape *,Site_ID *,Ftr_ID *,Ftr_Name,Other_Name,Last_Updt,Ftr_Group,Ftr_Type,Commodity,Lat_WGS84,Long_WGS84,Pt_Def,Poly_Def,State,County,Loc_Scale,Loc_Date,Ref_Detail,Ref_ID,Remarks,Loc_Poly
151,Point,ID00037,Mf00434,"Mountain Fuel, Mountain Fuel Mine",Conda,11/15/2017,Mine Feature,Open Pit Mine,phosphate,42.6393,-111.2855,Area of mine verified on Imagery and Topographic Maps,<Null>,ID,Caribou,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
152,Point,ID00037,Mo00539,"Mountain Fuel, Mountain Fuel Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.6393,-111.2855,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
153,Point,ID00038,Mf00435,"North Henry, North Henry Mine",<Null>,11/15/2017,Mine Feature,Open Pit Mine,phosphate,42.905,-111.5082,Area of mine verified on Imagery,<Null>,ID,Caribou,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
154,Point,ID00038,Mo00540,"North Henry, North Henry Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.905,-111.5082,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
155,Point,ID00040,Mf00436,"Smokey Canyon, Smokey Canyon Mine",<Null>,11/15/2017,Mine Feature,Open Pit Mine,phosphate,42.6968,-111.1319,Area of mine verified on Imagery and Topographic Maps,<Null>,ID,Caribou,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
156,Point,ID00040,Mo00541,"Smokey Canyon, Smoky Canyon Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.6968,-111.1319,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
157,Point,ID00042,Mf00437,"Wooley Valley, Wooley Valley Mine",<Null>,11/15/2017,Mine Feature,Open Pit Mine,phosphate,42.81862,-111.385515,Area of mine verified on Imagery and Topographic Maps,<Null>,ID,Caribou,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
158,Point,ID00042,Mo00542,"Wooley Valley, Wooley Valley Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.81862,-111.385515,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
159,Point,ID00043,Mo00544,"Swan Lake Gulch, Swan Lake Gulch Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.63333,-111.4166,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
160,Point,ID00044,Mo00545,"Trail Creek, Trail Creek Deposit",<Null>,1/3/2018,Mineral Occurrence,Deposit,phosphate; rare earth elements,42.73333,-111.4166,Latitude and Longitude from Appendix A; Adjusted to Mine location,<Null>,ID,Caribou,<Null>,2002,Appendix A,Orris and Grauch (2002),<Null>,No
161,Point,ID00045,Mo00654,"Monumental Summit, Monumental Summit Rare-Earth Prospect",<Null>,1/23/2018,Mineral Occurrence,Deposit,rare earth elements,44.90378,-115.2674,Number 92 prospect location,<Null>,ID,Valley,"Large (>1:24,000)",1973,Figure 17,Cater and others (1973),<Null>,No
162,Point,ID00046,Mr00130,Mineral Hill District,<Null>,1/23/2018,Mineral Region,Mineral District,rare earth elements; thorium,45.4097,-114.2103,Location based on description from Abbott (1954),<Null>,MT,Lemhi,<Null>,1954,Page 2,Abbott (1954),<Null>,No
163,Point,IL00002,Mo00285,"Hicks Dome, Hicks Dome Deposit",<Null>,8/1/2017,Mineral Occurrence,Deposit,fluorite; beryllium; rare earth elements; thorium,37.533641,-88.368247,Approximate center of multipart polygon,Trace of explosion breccia,IL,Hardin,"Large (>1:24,000)",1979,Figure 3,Staatz and others (1979),<Null>,Yes
164,Point,MO00012,Mf00239,"Pea Ridge, Pea Ridge Mine",<Null>,6/29/2017,Mine Feature,Underground Workings,iron; magnetite; pyrite; rare earth elements,38.126129,-91.04763,Approximate center of underground mine workings from Figure 4.2,<Null>,MO,Washington,"Large (>1:24,000)",2012,Figure 4.2,Gibbs and Rance (2012),<Null>,No
165,Point,MO00012,Mo00256,"Pea Ridge, Pea Ridge Deposit",Pea Ridge Iron Orebody,6/28/2017,Mineral Occurrence,Deposit,iron; magnetite; pyrite,38.122621,-91.050282,Approximate center of multipart polygon,Outline of the area of deposit model,MO,Washington,"Large (>1:24,000)",2012,Figure 4.2,Gibbs and Rance (2012),<Null>,Yes
166,Point,MO00012,Mo00257,"Pea Ridge, V-12 Pipe",<Null>,7/25/2017,Mineral Occurrence,Deposit,rare earth elements,38.124223,-91.050317,Approximate center of polygon,"BP unit on the 2275foot level, projected to the surface",MO,Washington,"Large (>1:24,000)",2001,Map 2,Seeger and others (2001),<Null>,Yes
167,Point,MO00012,Mo00258,"Pea Ridge, V-14 Pipe",<Null>,7/25/2017,Mineral Occurrence,Deposit,rare earth elements,38.123612,-91.051562,Approximate center of multipart polygon,"BP unit on the 2275, 2370 and 2505 foot levels, projected to the surface",MO,Washington,"Large (>1:24,000)",2001,"Maps 2, 3 and 4",Seeger and others (2001),<Null>,Yes
168,Point,MO00012,Mo00259,"Pea Ridge, X-11 Pipe",<Null>,7/25/2017,Mineral Occurrence,Deposit,rare earth elements,38.12369,-91.0493,Approximate center of multipart polygon,"BP unit on the 2275, 2370, 2440, 2475, 2505 and 2675 foot levels, projected to the surface",MO,Washington,"Large (>1:24,000)",2001,"Maps 2, 3 and 4",Seeger and others (2001),"Combined Probable Reserves (X-11 + X13 pipes); Proven Reserves 200,000 tons REO with 72,000 tons REO in X-11 pipe (600,000 tons 12% REO)",Yes
169,Point,MO00012,Mo00260,"Pea Ridge, X-13 Pipe",<Null>,7/25/2017,Mineral Occurrence,Deposit,rare earth elements,38.123548,-91.050803,Approximate center of multipart polygon,"BP unit on the 2275, 2370, 2440, 2475, 2505 and 2675 foot levels, projected to the surface",MO,Washington,"Large (>1:24,000)",2001,"Maps 2, 3 and 4",Seeger and others (2001),Combined Probable Reserves (X-11 + X13 pipes),Yes
170,Point,MT00018,Mo00306,"Last Chance, Last Chance Deposit",<Null>,8/13/2017,Mineral Occurrence,Deposit,rare earth elements; thorium,44.938164,-113.466437,Approximate center of polygon,"Outline of ""Approximate Boundary for 2013 Tonnage Est."" from company presentation",MT,Beaverhead,"Large (>1:24,000)",2015,Slide 19,U.S. Rare Earths Inc. (2015),<Null>,Yes
171,Point,MT00024,Mo00655,"Rocky Boy, Rocky Boy Stock",<Null>,1/23/2018,Mineral Occurrence,Showing,rare earth elements,48.227404,-109.844858,Location of Rocky Boy Mine,<Null>,MT,Hill,"Small (<1:250,000)",1977,Figure 1,Lindsey and others (1977),<Null>,No
172,Point,MT00025,Mo00656,"Snowbird, Snowbird Deposit",<Null>,1/23/2018,Mineral Occurrence,Deposit,rare earth elements,46.779,-114.7935,Snowbird deposit location,<Null>,MT,Mineral,"Small (<1:250,000)",1985,Figure 1,Metz and others (1985),<Null>,No
173,Point,MT00026,Mo00657,"Southern Ravalli County, Sheep Creek-Beaver Creek-West Fork-Woods Creek Deposits",<Null>,1/23/2018,Mineral Occurrence,Prospect,rare earth elements; niobium,45.5192,-114.3174,Location from source descriptions,<Null>,MT,Ravalli,<Null>,1960,<Null>,Crowley (1960),<Null>,No
174,Point,NC00019,Mf00378,"Christy-Destiny, Christy-Destiny Mine",Permit Number 59-21,10/26/2017,Mine Feature,Unspecified Mine Feature,rare earth elements (in monazite and xenotime); gold; sand; gravel,35.588008,-81.930872,Location coordinates were used from the source,<Null>,NC,McDowell,<Null>,2003,Row 1304 in the NC Mine Inventory 081015.xls,North Carolina Department of Environmental Quality (2017),<Null>,No
175,Point,NC00019,Mo00295,"Christy-Destiny, Unnamed Placer",<Null>,10/26/2017,Mineral Occurrence,Deposit,rare earth elements (in monazite and xenotime); gold; sand; gravel,35.588,-81.930901,Location coordinates were used from the source,<Null>,NC,McDowell,<Null>,2003,Row 1304 in the NC Mine Inventory 081015.xls,North Carolina Department of Environmental Quality (2017),<Null>,No
176,Point,NC00020,Mo00463,"Sandy Run Creek, Sandy Run Creek Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,35.316059,-81.697058,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,Cleveland,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
177,Point,NC00023,Mo00466,"Buffalo Creek, Buffalo Creek Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,35.403646,-81.467023,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,Cleveland,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
178,Point,NC00025,Mo00468,"Knob Creek, Knob Creek Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,35.48572,-81.574647,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,Cleveland,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
179,Point,NC00026,Mo00469,"First Broad River, First Broad River Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,35.446231,-81.638149,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,Cleveland,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
180,Point,NC00029,Mo00315,"South Muddy Creek, South Muddy Creek Prospect",<Null>,8/17/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); gold,35.6591,-81.855849,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,McDowell,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
181,Point,NC00032,Mo00346,"Silver Creek, Silver Creek Prospect",<Null>,8/17/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); gold,35.697286,-81.764313,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,NC,Burke,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
182,Point,NE00002,Mo00255,"Elk Creek, Elk Creek Deposit",<Null>,6/5/2017,Mineral Occurrence,Deposit,niobium; scandium; titanium; rare earth elements,40.268252,-96.186187,Approximate center of multipart polygon,Plan view of the IK solid wireframe; wireframe represents the interpreted Nb-REE mineralization within the deposit,NE,Johnson,"Large (>1:24,000)",2011,Figure 17.3,Daigle (2011),<Null>,Yes
183,Point,NJ00006,Mf00342,"Scrub Oaks, Scrub Oaks Mine",Replogle Mine; Ross Shaft; Dell Mine; No. 1 Shaft,10/6/2017,Mine Feature,Shaft Mine,iron,40.891171,-74.600958,"Point location represents the center of the ""No. 1 shaft Scrub Oaks mine"" (number 33 in the Wharton Ore Belt)",<Null>,NJ,Morris,"Medium (1:24,000-1:250,000)",1953,Plate 24,Sims (1953),<Null>,No
184,Point,NJ00006,Mo00376,"Scrub Oaks, Scrub Oaks Orebody",<Null>,10/6/2017,Mineral Occurrence,Deposit,iron; rare earth elements,40.891314,-74.600908,Approximate center of polygon,"Polygon represents the trace of ""Magnetite deposits, showing dip. Known ore, in part mined out""; The Scrub Oaks No. 1 Shaft was located on top of this feature",NJ,Morris,"Medium (1:24,000-1:250,000)",1953,Plate 24,Sims (1953),<Null>,Yes
185,Point,NM00019,Mo00276,"Pajarito Mountain, Pajarito Mountain Deposit",Pajarito Mountain Area,8/17/2017,Mineral Occurrence,Deposit,zirconium; rare earth elements,33.237193,-105.423676,Approximate center of polygon,"This polygon represents the trace of Precambrian syenite, quartz syenite & alkali granite",NM,Otero,"Large (>1:24,000)",1990,Figure 1,Sherer (1990),This rock unit hosts the disseminated yttrium/zirconium mineralization of the Pajarito Mountain Deposit,Yes
186,Point,NM00020,Mo00282,"Gallinas Mountains Project, Gallinas Mountains Project Showing",<Null>,7/27/2017,Mineral Occurrence,Showing,rare earth elements,34.212484,-105.759007,Polygon centroid of the Gallinas Mountains Project,<Null>,NM,Lincoln,"Large (>1:24,000)",2012,Location map,Strategic Resources Inc. (2012),<Null>,No
187,Point,NM00022,Mr00028,Gallinas Mountains District,Corona; Gallinas; Gallinas-Red Cloud; Iron Mountain; Red Cloud,11/2/2017,Mineral Region,Mining District,gold; silver; copper; fluorine; iron; zinc; lead; rare earth elements; uranium; thorium; tellurium; molybdenum; asbestos,34.225133,-105.760425,Approximate center of polygon,"Outline of ""Metals District""",NM,Lincoln,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS092,Yes
188,Point,NM00023,Mr00029,Lemitar Mountains District,Box Canyon; Lemitar; Polvadera; Polvadero; Limitar; Sierra Lemitar; Ginger M,11/2/2017,Mineral Region,Mining District,copper; lead; barium; silver; manganese; uranium; rare earth elements; fluorine; zinc; titanium; niobium; thorium,34.183765,-106.99723,Approximate center of polygon,"Outline of ""Metals District""",NM,Socorro,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS219,Yes
189,Point,NM00024,Mr00054,Capitan Mountains District,Arabela; Arabela Manganese; Arabella; Capitan; Capitan Mountain; El Capitan; Major; Pine Lodge; Red Wing; Thorite,11/2/2017,Mineral Region,Mining District,thorium; rare earth elements; iron; uranium; manganese; coal; copper; gold; silver; beryllium; asbestos; fluorine; garnet,33.609667,-105.369563,Approximate center of polygon,"Outline of ""Metals District""",NM,Lincoln,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS091,Yes
190,Point,NM00025,Mr00042,El Porvenir District,El Porvenior; Hermit Mountain; Mineral Hill; Porvenir,11/2/2017,Mineral Region,Mining District,molybdenum; uranium; mica; rare earth elements; copper; silver; gold; thorium; fluorine; tungsten; bismuth; tantalum; niobium; mica; asbestos; beryllium,35.731352,-105.423475,Approximate center of polygon,"Outline of ""Metals District""",NM,San Miguel,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS161,Yes
191,Point,NM00026,Mr00044,White Signal District,Cow Spring; Kithill; Saddle Mountain,11/2/2017,Mineral Region,Mining District,copper; uranium; gold; silver; lead; bismuth; fluorine; radium; garnet; rare earth elements; thorium; zinc; niobium; tantalum; turquoise; beryllium; barium; mica; tellurium,32.534762,-108.357082,Approximate center of polygon,"Outline of ""Metals District""",NM,Grant,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS068,Yes
192,Point,NM00027,Mr00057,Laughlin Peak District,Chico Hills,11/2/2017,Mineral Region,Mining District,rare earth elements; gold; silver; uranium; thorium; niobium; iron; beryllium; zeolites,36.563155,-104.237789,Approximate center of polygon,"Outline of ""Metals District""",NM,Colfax,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS020,Yes
193,Point,NM00028,Mr00098,Chupadera Mountains District,Cactus; Coyote Hills; Jim Crow,11/2/2017,Mineral Region,Mining District,gold; silver; copper; lead; zinc; barium; uranium; thorium; niobium; titanium; rare earth elements,33.871667,-106.945525,Approximate center of polygon,"Outline of ""Metals District""",NM,Socorro,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS210,Yes
194,Point,NM00029,Mr00045,Petaca District,Alamos; Cribbensville; Cribbenville; La Madera; Las Tablas; Ojo Callente; Paloma Canyon; Servilleta; Tres Piedras; Vallecitos,11/2/2017,Mineral Region,Mining District,mica; niobium; tantalum; beryllium; quartz; feldspar; kyanite; rare earth elements; uranium; tin; thorium; copper; bismuth; fluorine; molybdenum; asbestos; pyrophyllite; garnet,36.506286,-106.053639,Approximate center of polygon,"Outline of ""Industrial Minerals District""",NM,Rio Arriba,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS148,Yes
195,Point,NM00030,Mr00099,Caballo Mountains District,"Apache Chief, Black Jack, Cox, Cutter, Cutter-Engle, Dakota, Derry, Engle, Hillside-Sierra, Humbolt Camp, Illinois, Independence, Lincoln, Lyda-K, Oakland, Palomas Gap, Parker, Riverside, Sierrite, Sirra Caballo, Sunset, Universal, Wild Horse, Pi",11/2/2017,Mineral Region,Mining District,lead; fluorine; manganese; gold; silver; iron; copper; uranium; molybdenum; vanadium; thorium; barium; rare earth elements; tungsten; niobium; titanium; platinum group elements; beryllium; zinc,32.990948,-107.200608,Approximate center of polygon,"Outline of ""Metals District""",NM,Sierra,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS190,Yes
196,Point,NM00032,Mr00055,Cornudas Mountains District,Wind Mountain,11/2/2017,Mineral Region,Mining District,rare earth elements; nepheline syenite; silver; beryllium; gold; uranium; thorium; niobium; zirconium; zeolites,32.043827,-105.50865,Approximate center of polygon,"Outline of ""Metals District""",NM,Otero,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS128,Yes
197,Point,NM00033,Mr00056,Pajarito District,<Null>,11/2/2017,Mineral Region,Mining District,iron; zircon; rare earth elements; fluorine,33.222804,-105.42197,Approximate center of polygon,"Outline of ""Metals District""",NM,Otero,"Small (<1:250,000)",2017,RM-24-geodatabase,McLemore (2017),Original database ID (from source) is DIS130,Yes
198,Point,NV00128,Mo00269,"Thor, Lopez Trend",Thor Project,7/28/2017,Mineral Occurrence,Prospect,rare earth elements,35.438079,-115.144569,Approximate center of polygon,Polygon represents the principal target area (Lopez Trend),NV,Clark,"Medium (1:24,000-1:250,000)",2010,Figure 4,Hogge and others (2010),<Null>,Yes
199,Point,NV00128,Mo00299,"Thor, Black Butte",Thor Project,8/5/2017,Mineral Occurrence,Prospect,rare earth elements,35.428348,-115.161101,Approximate center of polygon,Polygon represents the principal target area (Black Butte),NV,Clark,"Medium (1:24,000-1:250,000)",2010,Figure 4,Hogge and others (2010),<Null>,Yes
200,Point,NV00128,Mo00304,"Thor, Ned",Thor Project,8/6/2017,Mineral Occurrence,Prospect,rare earth elements,35.444472,-115.12871,Approximate center of polygon,Polygon represents the principal target area (Ned),NV,Clark,"Medium (1:24,000-1:250,000)",2010,Figure 4,Hogge and others (2010),<Null>,Yes
201,Point,NV00129,Mr00038,Crescent District,Crescent Peak; New York; Timber Mountain,7/28/2017,Mineral Region,Mining District,silver; gold; lead; copper; turquoise; molybdenum; vanadium; beryllium; thorium; uranium; perlite; rare earth elements,35.485814,-115.150748,Approximate center of polygon,Outline of Mining District,NV,Clark,"Small (<1:250,000)",1998,Plate 1,Tingley (1998),<Null>,Yes
202,Point,NY00014,Mr00062,Mineville District,<Null>,9/13/2017,Mineral Region,Mining District,iron; thorium; uranium; phosphorus; rare earth elements,44.088246,-73.524852,"Point placed between the Sherman, Smith and Pilfershire mines",<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",1956,Figure 5,McKeown and Klemic (1956),"The Sherman, Smith and Pilfershire mines are well known mines of the Mineville District and their locations were used to approximate a center for the district",No
203,Point,NY00015,Mf00275,"Port Leyden, Port Leyden Mine",Port Leyden Iron Mine,8/29/2017,Mine Feature,Shaft Mine,iron; titanium; rare earth elements,43.58494,-75.34099,"Location determined by using Figure 1 and the guidebook section ""A-3: Western Adirondacks Metamorphism"" stop 6 to approximate the mine shaft",<Null>,NY,Lewis,"Large (>1:24,000)",1997,Figure 1; Page 39; Page 48,Florence and Darling (1997),<Null>,No
204,Point,NY00015,Mo00355,"Port Leyden, Port Leyden Orebody",<Null>,8/28/2017,Mineral Occurrence,Deposit,iron; titanium; rare earth elements,43.58504,-75.34116,"Location determined by using Figure 1 and the guidebook section ""A-3: Western Adirondacks Metamorphism"" stop 6 to approximate the mine shaft and orebody",Polygon for the orebody was drawn based on the shaft location and text description from the source; See page 48 for description,NY,Lewis,"Large (>1:24,000)",1997,Figure 1; Page 39; Page 48,Florence and Darling (1997),<Null>,Yes
205,Point,NY00016,Mf00334,"Cheever, Cheever Mine",Port Henry Mines,9/13/2017,Mine Feature,Unspecified Mine Feature,iron,44.078889,-73.452914,Stop 2 coordinates from field trip guidebook,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",2008,"Page 128, ""Stop 2""",Lupulescu and Pyle (2008),<Null>,No
206,Point,NY00016,Mo00366,"Cheever, Cheever Orebody",<Null>,10/17/2017,Mineral Occurrence,Deposit,iron; rare earth elements,44.07999,-73.452802,Stop 2 coordinates from field trip guidebook,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",2008,"Page 128, ""Stop 2""",Lupulescu and Pyle (2008),<Null>,No
207,Point,NY00017,Mf00335,"Mineville Group, 21 Mine",<Null>,9/14/2017,Mine Feature,Underground Workings,iron,44.088258,-73.524326,Approximate center of underground workings,<Null>,NY,Essex,"Large (>1:24,000)",1909,Figure 1,Stephenson (1909),The 21 mine is accessed by a shaft,No
208,Point,NY00017,Mf00336,"Mineville Group, Joker Shaft",<Null>,9/14/2017,Mine Feature,Mine Shaft,iron,44.086273,-73.525854,Mine shaft located on imagery,<Null>,NY,Essex,"Large (>1:24,000)",1909,Figure 1,Stephenson (1909),The Joker mine is accessed by a shaft,No
209,Point,NY00017,Mf00337,"Mineville Group, Sanford Pit",Old Bed Mine; 23 Mine,9/25/2017,Mine Feature,Open Pit Mine,iron; rare earth elements,44.088674,-73.524955,Approximate center of the open pit mine,<Null>,NY,Essex,"Large (>1:24,000)",1909,Figure 1; Page 371,Stephenson (1909),<Null>,No
210,Point,NY00017,Mf00338,"Mineville Group, Welch Shaft",<Null>,9/25/2017,Mine Feature,Mine Shaft,iron; rare earth elements,44.090531,-73.524443,Point placed on what appears to be a fenced in mine shaft from imagery; Figure 1 was used as a base,<Null>,NY,Essex,"Large (>1:24,000)",1909,Figure 1; Page 371,Stephenson (1909),<Null>,No
211,Point,NY00017,Mo00364,"Mineville Group, Old Bed Orebody",Sanford,9/16/2017,Mineral Occurrence,Deposit,iron; rare earth elements,44.088008,-73.52474,Approximate center of polygon,"Polygon represents the trace of ""Mineville Workings"" labeled ""21 mine"", ""Welch"", ""Miller Pit"", and ""Open Mine""; These mine features were used to access the Old Bed Orebody",NY,Essex,"Large (>1:24,000)",1909,Figure 1; Page 371,Stephenson (1909),<Null>,Yes
212,Point,NY00017,Mo00367,"Mineville Group, Joker Orebody",Bonanza Orebody; Joker-Bonanza,9/16/2017,Mineral Occurrence,Deposit,iron; rare earth elements,44.086166,-73.526,Approximate center of multipart polygon,"Polygon represents the trace of ""Mineville Workings"" labeled ""Joker""",NY,Essex,"Large (>1:24,000)",1909,Figure 1; Page 371,Stephenson (1909),<Null>,Yes
213,Point,NY00019,Mf00282,"Smith, Smith Mine",<Null>,8/31/2017,Mine Feature,Underground Workings,iron; thorium; uranium; phosphorus; rare earth elements,44.108355,-73.52575,Approximate center of underground workings,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",1956,Figure 5,Stephenson (1909),The Smith Mine is accessed via the Fisher Hill-Smith mine crosscut McKeown and Klemic (1956),No
214,Point,NY00019,Mo00365,"Smith, Smith Orebody",<Null>,9/25/2017,Mineral Occurrence,Deposit,iron; rare earth elements; phosphorus,44.108476,-73.525165,Approximate center of polygon,"Polygon represents the trace of ""Mineville Workings"" labeled ""Smith Mine""",NY,Essex,"Large (>1:24,000)",1909,Figure 1; Page 371,Stephenson (1909),The Smith Orebody is said to be depleted,Yes
215,Point,NY00020,Mf00281,"Pelfshire, Pelfshire Pits",Pilfershire; Pilfshire,8/31/2017,Mine Feature,Unspecified Mine Feature,iron,44.075217,-73.48826,Stop 3 coordinates from field trip guidebook,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",2008,"Page 128, ""Stop 3""",Lupulescu and Pyle (2008),<Null>,No
216,Point,NY00020,Mo00368,"Pelfshire, Pilfershire Orebody",<Null>,10/17/2017,Mineral Occurrence,Deposit,iron; rare earth elements,44.075225,-73.488247,Stop 3 coordinates from field trip guidebook,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",2008,"Page 128, ""Stop 3""",Lupulescu and Pyle (2008),<Null>,No
217,Point,NY00021,Mf00283,"Sherman, Sherman Mine",<Null>,8/31/2017,Mine Feature,Unspecified Mine Feature,iron,44.118119,-73.528179,Mine symbol from bulletin index map,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",1956,Figure 5,McKeown and Klemic (1956),<Null>,No
218,Point,NY00021,Mo00369,"Sherman, Sherman Orebody",<Null>,10/17/2017,Mineral Occurrence,Deposit,iron; rare earth elements,44.118101,-73.528191,Point placed near the mine feature location,<Null>,NY,Essex,"Medium (1:24,000-1:250,000)",1956,Figure 5,McKeown and Klemic (1956),<Null>,No
219,Point,SC00003,Mo00296,"Hilton Head Island, Hilton Head Island Deposit",<Null>,7/28/2017,Mineral Occurrence,Deposit,rare earth elements (in monazite); ilmenite; rutile; zircon,32.185967,-80.701737,Point location represents the dunes and coast of Hilton Head Island as seen from imagery,<Null>,SC,Beaufort,"Large (>1:24,000)",2015,World Imagery,Esri World Imagery (2018),<Null>,No
220,Point,SC00004,Mf00361,"Horse Creek, Heavy Minerals Co. Mine",<Null>,1/3/2018,Mine Feature,Open Pit Mine,rare earth elements (in monazite),33.496694,-81.887725,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,SC,Aiken,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),Mine placed at mineral occurrence location,No
221,Point,SC00004,Mo00297,"Horse Creek, Horse Creek Deposit",<Null>,7/28/2017,Mineral Occurrence,Deposit,rare earth elements (in monazite),33.496694,-81.887725,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,SC,Aiken,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
222,Point,SC00005,Mo00470,"Broad River, Broad River Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite),35.115787,-81.571714,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,SC,Cherokee,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
223,Point,SC00006,Mo00464,"Thicketty Creek, Thicketty Creek Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,35.084114,-81.727265,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,SC,Cherokee,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
224,Point,SC00007,Mo00465,"North Tyger River, North Tyger River Prospect",<Null>,7/28/2017,Mineral Occurrence,Prospect,rare earth elements (in monazite); rutile; ilmenite; zircon,34.76096,-81.932466,Point location marks the approximate center of placer areas from Figure 7 which were then adjusted to the streams using topographic maps,<Null>,SC,Spartanburg,"Small (<1:250,000)",1979,Figure 7,Staatz and others (1979),<Null>,No
